,date,content,title,name
9194,2021-03-13,"the College Reporter

The independent student newspaper of Franklin  Marshall College

By Emma LenzMann  Contributing Writer FM is all talk and no do PERIOD We can talk and talk about racism but I know that the non white students dont want

The College Reporter

The independent student newspaper of Franklin  Marshall College

Proudly powered by WordPress								
  
								Theme Newsup by Themeansar PERIOD",Emma Lenz-Mann - The College Reporter,Franklin and Marshall College
