,date,content,title,name
3811,2023-10-10,"faculty union and CSU at an impasse strike possible this semester

Portal pair Waters and Pal are ready to add to Aztecs basketball legacy

Seven SDSU fraternities currently under investigation

Hit or Miss Parking at San Diego State is a definite miss for students

Meet the District  supervisor candidate Amy Reichert",SDS View: Behind the scenes – The Daily Aztec,San Diego State University
